"","x"
"3991"," 학점 4.0 "
"3992"," 토익 875"
"3993","지방국립 "
"3994"," 기계 "
"3995"," 학점 4.06 "
"3996"," 토스 레벨6"
"3997","서성한 "
"3998"," 학점 3.95 "
"3999"," 토스 Lv.6 "
"4000"," 봉사활동"
"4001"," 인턴경험 2회"
"4002","서울상위권 "
"4003"," 영어영문학과 "
"4004"," 학점 4.08 "
"4005"," 토익 980 "
"4006"," 공모전 4회"
"4007"," 봉사활동 1회"
"4008"," 대외활동 1회"
"4009","부산대 "
"4010"," 기계공 "
"4011"," 학점 3.9 "
"4012"," 토익 815"
"4013"," 토스 레벨6"
"4014","연세대 "
"4015"," 전기전자 "
"4016"," 학점 3.6 "
"4017"," 오픽IL"
"4018","건국대 "
"4019"," 전자공 "
"4020"," 학점 3.50 "
"4021"," 토익 835"
"4022"," 토스 레벨6"
"4023","지방 4년제 "
"4024"," 전자공학과 "
"4025"," 학점 3.6 "
"4026"," 토익 835"
"4027","한국산업기술대 "
"4028"," 메카트로닉스공학과 "
"4029"," 학점 3.99 "
"4030"," 오픽 IL "
"4031"," 제 10회 KPU 소프트웨어 경진대회 은상 (SW 융합 1등)"
"4032","지방사립 "
"4033"," 기계 "
"4034"," 학점 3.8 "
"4035"," 오픽 IM2 "
"4036"," 인턴1회"
"4037"," 공모전 4회"
"4038","국제통상 "
"4039"," 학점 4.0 이상 "
"4040"," 토익 900이상 "
"4041"," 인턴 1회 봉사 및 대외활동 약 5회"
"4042","서울중위 "
"4043"," 기계 "
"4044"," 학점 3.99 "
"4045"," 토스 6"
"4046","수도권 사립대 "
"4047"," 일어일문 "
"4048"," 학점 4.21 "
"4049"," 토익 945 "
"4050"," 토익스피킹 레벨6 "
"4051"," 일본어 JLPT N1 "
"4052"," 인턴 2회"
"4053"," 해외봉사 1회"
"4054","지방사립 4년제 "
"4055"," 경영학 "
"4056"," 학점 3.72 "
"4057"," 토익 820"
"4058"," 토익스피킹 레벨6"
"4059","해외대 "
"4060"," 산업디자인 "
"4061"," 학점 3.36 "
"4062"," 4.0 "
"4063"," 인턴 2회"
"4064","해외대학 "
"4065"," 마케팅 "
"4066"," 학점 4.12"
"4067","서성한 "
"4068"," 화학 "
"4069"," 학점 3.95 "
"4070"," 토익 845"
"4071"," 토스6"
"4072","아주대학교 "
"4073"," 기계공학과 "
"4074"," 학점 3.5 "
"4075"," 오픽 IM2"
"4076","해외대 "
"4077"," 경영학 "
"4078"," 학점 3.5"
"4079","4.0 "
"4080"," 오픽 AL"
"4081"," 토익 980"
"4082"," 스페인어 DELE A2 "
"4083"," 국내 기업 마케팅부 인턴 1회"
"4084"," 해외 호텔 인턴 1회"
"4085"," 통역 봉사활동 20시간"
"4086","중경외시 "
"4087"," 상경 "
"4088"," 학점 4.0 "
"4089"," 토스 Lv 8"
"4090","성서한 "
"4091"," 학점 3.88 "
"4092"," 토익990"
"4093"," 오픽AL "
"4094"," 인턴1"
"4095"," 대외활동4"
"4096","지방국립 "
"4097"," 전자 "
"4098"," 학점 3.82 "
"4099"," 토스 레벨6"
"4100","지거국 "
"4101"," 기계설계공학 "
"4102"," 학점 3.89 "
"4103"," 토익 775"
"4104","지방사립 "
"4105"," 기계 "
"4106"," 학점 4 "
"4107"," 토익 855"
"4108","SKY "
"4109"," 전기전자 "
"4110"," 학점 3.9 "
"4111"," 오픽 IM2 "
"4112"," 학생회"
"4113"," 로봇경진동아리"
"4114","지방대 "
"4115"," 물리학과 "
"4116"," 학점 3.55 "
"4117"," 토익 775"
"4118","서울 중하 "
"4119"," 기계 "
"4120"," 학점 3.8 "
"4121"," 토스 6"
"4122","서성한 "
"4123"," 전화기 "
"4124"," 학점 3.3 "
"4125"," 토익 905"
"4126","건동홍 "
"4127"," 경영 "
"4128"," 학점 4.14 "
"4129"," 오픽 IH"
"4130"," 토익 800후반 "
"4131"," 인턴 1회"
"4132"," 대외활동 다수"
"4133","중경외시 "
"4134"," 경영 "
"4135"," 학점 3.5 "
"4136"," 오픽 AL "
"4137"," 인턴 4회 (해외인턴 1회 포함) 파나소닉"
"4138"," 대학교 홍보대사 총 2회 한국장학재단 교육봉사"
"4139","중경외시 "
"4140"," 어문계열 "
"4141"," 학점 3.97 "
"4142"," 오픽 IH "
"4143"," 인턴 1회"
"4144","창원대 "
"4145"," 신소재공학 "
"4146"," 학점 4.09 "
"4147"," 토익 900 "
"4148"," 토스 7급"
"4149","서성한 "
"4150"," 사회과학 "
"4151"," 학점 3.65 "
"4152"," 토익 960"
"4153"," 토스 레벨6 "
"4154"," 대외활동 2회"
"4155","지방 사립대 "
"4156"," 전기전자 "
"4157"," 학점 3.93 "
"4158"," 토익 850 "
"4159"," 인턴 1회"
"4160","서성한 "
"4161"," 기계 "
"4162"," 학점 3.15 "
"4163"," 토스 Lv6 "
"4164"," 봉사활동"
"4165"," 동아리활동"
"4166","지방4년제 "
"4167"," 신문방송학과 "
"4168"," 학점 4.23 "
"4169"," 토익 885"
"4170"," 토익스피킹 150 "
"4171"," 대외활동 2회"
"4172"," 워홀 1년"
"4173","스카이 "
"4174"," 인문 "
"4175"," 학점 3.58 "
"4176"," 토익 985 "
"4177"," 인턴 2회"
"4178"," 학회 1회"
"4179","SKY "
"4180"," 기계 "
"4181"," 학점 4.12 "
"4182"," 토익 940 "
"4183"," 동아리 임원 해외봉사"
"4184","경북대 "
"4185"," 컴퓨터공학 "
"4186"," 학점 3.8 "
"4187"," 토익 750"
"4188","서울 중위 "
"4189"," 전자전기공학 "
"4190"," 학점 4.08 "
"4191"," 토스 150 "
"4192"," 연합봉사동아리 2회"
"4193","수도권 "
"4194"," 신소재 "
"4195"," 학점 4.2 "
"4196"," 토스 레벨7 "
"4197"," 특허전략 유니버시아드 수상"
"4198","지방 4년제 "
"4199"," 기계공학 "
"4200"," 학점 3.68 "
"4201"," 토익 790"
"4202"," 오픽 IM2"
"4203","지방 국립 "
"4204"," 건축공학 "
"4205"," 학점 4.09 "
"4206"," 토스6 "
"4207"," 봉사활동 경험"
"4208","SKY "
"4209"," 경제 "
"4210"," 학점 3.68 "
"4211"," 토익 965 "
"4212"," 외국계 증권사 기업금융부 인턴"
"4213"," 외국계 전략컨설팅펌 RA"
"4214"," 스타트업 인턴"
"4215","지방국립 "
"4216"," 재료 "
"4217"," 학점 3.78"
"4218","서울권 "
"4219"," 전자 "
"4220"," 학점 3.71 "
"4221"," 토익 865"
"4222","부산대학교 "
"4223"," 재료공학과 "
"4224"," 학점 4.2 "
"4225"," 토스 레벨6 "
"4226"," 1. 캠퍼스 특허전략 유니버시아드 (특허청)"
"4227"," 2. 학부생 1인 연구 프로그램 (한국과학창의재단)"
"4228"," 3. 멘토링 (미래국제재단)"
"4229","지거국 "
"4230"," 기계설계 "
"4231"," 학점 3.45 "
"4232"," 토익 825 "
"4233"," 토스6"
"4234","건동홍 "
"4235"," 전자 "
"4236"," 학점 3.4"
"4237","의료관련 "
"4238"," 학점 4.0 "
"4239"," 오픽 il"
"4240","화공 "
"4241"," 학점 3.73 "
"4242"," 토익 795"
"4243","화학공학과 "
"4244"," 학점 3중반 "
"4245"," 토익 800"
"4246"," 토익스피킹 레벨6 "
"4247"," 인턴 1"
"4248"," 동아리 1"
"4249","신소재 "
"4250"," 학점 3.51 "
"4251"," 토익 810"
"4252","지방대 "
"4253"," 경영학과 "
"4254"," 학점 3.73 "
"4255"," 오픽 IH "
"4256"," 교환학생"
"4257","글로벌 top 50 "
"4258"," 경영학과 "
"4259"," 학점 3.2 "
"4260"," 오픽 IH "
"4261"," 인턴3"
"4262"," 학술 공모전 1"
"4263"," 수상 3"
"4264","지거국 "
"4265"," 기계설계 "
"4266"," 학점 3.45 "
"4267"," 토익 825 "
"4268"," 토스6"
"4269","건동홍 "
"4270"," 전자 "
"4271"," 학점 3.4"
"4272","수도권 4년재 "
"4273"," 기계공학과 "
"4274"," 학점 3.44 "
"4275"," 오픽IM2"
"4276"," 토익920 "
"4277"," 삼성엔지니어링 인턴"
"4278","지거국 "
"4279"," 전자 "
"4280"," 학점 3.9 "
"4281"," 토익 800"
"4282"," 토익스피킹 레벨6"
"4283"," 중국어 HSK 5급"
"4284","한성서 "
"4285"," 기계공학 "
"4286"," 학점 3.11 "
"4287"," 토익스피킹 레벨6"
"4288"," 토익 815"
"4289","서울 중위권 "
"4290"," 경영 "
"4291"," 학점 3.72 "
"4292"," 토스 레벨5"
"4293","성대 "
"4294"," 신소재 "
"4295"," 학점 3.5 "
"4296"," 오픽 IM2"
"4297","인하대 "
"4298"," 전자공학 "
"4299"," 학점 3.74 "
"4300"," 오픽 IH "
"4301"," 동아리 2개"
"4302","인서울 "
"4303"," 전자 "
"4304"," 학점 4.01 "
"4305"," 토익 900"
"4306","중경외시 "
"4307"," 전자과 "
"4308"," 학점 3.73 "
"4309"," 토익스피킹 레벨 6"
"4310","한양대학교 "
"4311"," 기계공학부 "
"4312"," 학점 3.53 "
"4313"," 토익 670"
"4314"," 토스 lv.5 "
"4315"," 개인봉사활동 시간 100시간"
"4316","인서울 중위권 "
"4317"," 신소재공학과 "
"4318"," 학점 3.9 "
"4319"," 토익 800 "
"4320"," 연구실활동"
"4321","서성한 "
"4322"," 경영 "
"4323"," 학점 4.08 "
"4324"," TOEIC 905 "
"4325"," 토스 Lv6 "
"4326"," 대외활동 1회"
"4327","지방국립대 "
"4328"," 중어중문학과 "
"4329"," 학점 3.73 "
"4330"," 토스 레벨6"
"4331"," 토익 885"
"4332","성균관대 "
"4333"," 화학공학 "
"4334"," 학점 3.61 "
"4335"," 토익 875"
"4336"," 토스 160 "
"4337"," 없음"
"4338","중경외시 "
"4339"," 화학공 "
"4340"," 학점 3.82 "
"4341"," 토스 6 "
"4342"," 인턴 1회 대회활동 다수"
"4343","석사 서성한 "
"4344"," 화학공학 "
"4345"," 학점 4.06 "
"4346"," 오픽 IM2"
"4347","전자전기 "
"4348"," 학점 4.01 "
"4349"," 토익 905"
"4350"," 오픽 IM2"
"4351","건동홍숙 "
"4352"," 화공과 "
"4353"," 학점 3.9 "
"4354"," 토익 900"
"4355","서성한 "
"4356"," 컴퓨터공학 "
"4357"," 학점 3.91 "
"4358"," 토스 레벨6"
"4359","수도권 "
"4360"," 컴공 "
"4361"," 학점 3.78"
"4362","4.5 "
"4363"," 토익 790"
"4364"," 토스 레벨6 "
"4365"," 대외활동 1회"
"4366","서성한 "
"4367"," 화공 "
"4368"," 학점 3.37 "
"4369"," 토익 855"
"4370"," 토스 150"
"4371","국숭 "
"4372"," 법학과 "
"4373"," 학점 4.1 "
"4374"," 토익 950 "
"4375"," 동아리 2회"
"4376","서성한 "
"4377"," 고분자공학과 "
"4378"," 학점 3.4 "
"4379"," 토익스피킹 레벨 6"
"4380","중경외시 "
"4381"," 경제 "
"4382"," 학점 3.5 "
"4383"," 토스 및 오픽 有 "
"4384"," 인턴 2회"
"4385"," 대외활동 多"
"4386","인서울 4년제 "
"4387"," 컴퓨터공학 "
"4388"," 학점 3.3 "
"4389"," 오픽 IM2 "
"4390"," 대회수상2"
"4391"," 대외활동 2"
"4392","성균관대 "
"4393"," 전자전기 "
"4394"," 학점 3.39 "
"4395"," 오픽 IM2 "
"4396"," 봉사 100시간 이상 대학교내 공모전 1등"
"4397","지방 =사립대 "
"4398"," 정보통신 "
"4399"," 학점 3.1 "
"4400"," 오픽 IL "
"4401"," 공모전6"
"4402"," 봉사1"
"4403"," 인턴 무"
"4404","고려대학교(세종) "
"4405"," 경영정보학과 "
"4406"," 학점 3.92 "
"4407"," 토익 920 "
"4408"," 인턴1"
"4409","성균관대 "
"4410"," 전자전기공학 "
"4411"," 학점 3.44 "
"4412"," 토스 Lv.7 "
"4413"," 교환학생"
"4414"," 동아리 지휘자"
"4415","SKY "
"4416"," 경제 "
"4417"," 학점 3.68 "
"4418"," 토익 965 "
"4419"," 외국계 증권사 기업금융부 인턴"
"4420"," 외국계 전략컨설팅펌 RA"
"4421"," 스타트업 인턴"
"4422","지방 국립 "
"4423"," 건축공학 "
"4424"," 학점 4.09 "
"4425"," 토스6 "
"4426"," 봉사활동 경험"
"4427","서울 중위 "
"4428"," 전자전기공학 "
"4429"," 학점 4.08 "
"4430"," 토스 150 "
"4431"," 연합봉사동아리 2회"
"4432","지방 4년제 "
"4433"," 기계공학 "
"4434"," 학점 3.68 "
"4435"," 토익 790"
"4436"," 오픽 IM2"
"4437","수도권 "
"4438"," 신소재 "
"4439"," 학점 4.2 "
"4440"," 토스 레벨7 "
"4441"," 특허전략 유니버시아드 수상"
"4442","서성한 "
"4443"," 경영 "
"4444"," 학점 4.08 "
"4445"," TOEIC 905 "
"4446"," 토스 Lv6 "
"4447"," 대외활동 1회"
"4448","성균관대 "
"4449"," 화학공학 "
"4450"," 학점 3.61 "
"4451"," 토익 875"
"4452"," 토스 160 "
"4453"," 없음"
"4454","지방국립대 "
"4455"," 중어중문학과 "
"4456"," 학점 3.73 "
"4457"," 토스 레벨6"
"4458"," 토익 885"
"4459","인서울 4년제 "
"4460"," 컴퓨터공학 "
"4461"," 학점 3.3 "
"4462"," 오픽 IM2 "
"4463"," 대회수상2"
"4464"," 대외활동 2"
"4465","서성한 "
"4466"," 고분자공학과 "
"4467"," 학점 3.4 "
"4468"," 토익스피킹 레벨 6"
"4469","중경외시 "
"4470"," 경제 "
"4471"," 학점 3.5 "
"4472"," 토스 및 오픽 有 "
"4473"," 인턴 2회"
"4474"," 대외활동 多"
"4475","서울권 "
"4476"," 전자 "
"4477"," 학점 3.71 "
"4478"," 토익 865"
"4479","중경외시 "
"4480"," 경영 "
"4481"," 학점 3.5 "
"4482"," 오픽 AL "
"4483"," 인턴 4회 (해외인턴 1회 포함) 파나소닉"
"4484"," 대학교 홍보대사 총 2회 한국장학재단 교육봉사"
"4485","SKY "
"4486"," 기계 "
"4487"," 학점 4.12 "
"4488"," 토익 940 "
"4489"," 동아리 임원 해외봉사"
"4490","지방4년제 "
"4491"," 신문방송학과 "
"4492"," 학점 4.23 "
"4493"," 토익 885"
"4494"," 토익스피킹 150 "
"4495"," 대외활동 2회"
"4496"," 워홀 1년"
"4497","서성한 "
"4498"," 기계 "
"4499"," 학점 3.15 "
"4500"," 토스 Lv6 "
"4501"," 봉사활동"
"4502"," 동아리활동"
"4503","경북대 "
"4504"," 컴퓨터공학 "
"4505"," 학점 3.8 "
"4506"," 토익 750"
"4507","스카이 "
"4508"," 인문 "
"4509"," 학점 3.58 "
"4510"," 토익 985 "
"4511"," 인턴 2회"
"4512"," 학회 1회"
"4513","인서울 중위권 "
"4514"," 신소재공학과 "
"4515"," 학점 3.9 "
"4516"," 토익 800 "
"4517"," 연구실활동"
"4518","단국대학교 "
"4519"," 통계학과 "
"4520"," 학점 3.9 "
"4521"," 토스 레벨6 "
"4522"," 관련 직무 인턴 1회(8개월)"
"4523"," 공모전 다수(1회 수상)"
"4524"," 대외활동 4번"
"4525","서성한 "
"4526"," 바이오관련 "
"4527"," 학점 3.7 "
"4528"," 토익 910"
"4529"," 오픽 IH"
"4530","서성한 "
"4531"," 생명공학 "
"4532"," 학점 3.2 "
"4533"," 4.3(석) "
"4534"," 토익 890 "
"4535"," 토익스피킹 레벨6(150) "
"4536"," 동아리"
"4537","서울4년제 공대 "
"4538"," 반도체공학과 "
"4539"," 학점 3.97 "
"4540"," 토익스피킹 130 "
"4541"," 동아리활동"
"4542","한양대학교 (석사) "
"4543"," 컴퓨터공학과 "
"4544"," 학점 3.86 "
"4545"," 토익 915"
"4546"," 오픽 IH"
"4547","성균관대 "
"4548"," 컴퓨터공학 "
"4549"," 학점 3.75"
"4550","해외대(미국) "
"4551"," Business "
"4552"," 학점 4.0"
"4553","수도권4년제 "
"4554"," 국제경영 "
"4555"," 학점 3.88 "
"4556"," 오픽 AL"
"4557"," 토익 980 "
"4558"," 인턴1회"
"4559"," 봉사활동 1회"
"4560"," 사회경험 1회"
"4561","광운대 "
"4562"," 전자공학 "
"4563"," 학점 3.36 "
"4564"," 토스 lv5"
"4565","지방 국립 "
"4566"," 신소재 "
"4567"," 학점 4.31 "
"4568"," 토익 775"
"4569","서울권4년제 "
"4570"," 어문 "
"4571"," 학점 3.9 "
"4572"," 토익 975"
"4573"," 토스 레벨7 "
"4574"," 인턴 1회"
"4575"," 대외활동 3회"
"4576","수도권 공대 "
"4577"," 산업공학 "
"4578"," 학점 3.83 "
"4579"," 토익스피킹 lv.5 "
"4580"," 경진대회입상 4회"
"4581","지방 국립대 "
"4582"," 금속공학 "
"4583"," 학점 3.8 "
"4584"," 토익900 "
"4585"," 토익스피킹 레벨6"
"4586","지방국립대 "
"4587"," 전자공학부 "
"4588"," 학점 4.08 "
"4589"," 토익 715"
"4590"," 오픽 IM2 "
"4591"," 인턴 1회"
"4592"," 어학연수 1회"
"4593"," 봉사활동 2회"
"4594","수도권 4년제 "
"4595"," 전자공학과 "
"4596"," 학점 3.92 "
"4597"," 토익스피킹 레벨 5"
"4598","sky "
"4599"," 상경 "
"4600"," 학점 4.1 "
"4601"," 토익 990 "
"4602"," 인턴 1"
"4603"," 대외활동 다수"
"4604","한국산업기술대학교 "
"4605"," 메카트로닉스공학과 "
"4606"," 학점 3.5 "
"4607"," 토익 765"
"4608","글로벌 top 50 "
"4609"," 경영학과 "
"4610"," 학점 3.2 "
"4611"," 오픽 IH "
"4612"," 인턴3"
"4613"," 학술 공모전 1"
"4614"," 수상 3"
"4615","서성한 "
"4616"," 법정 "
"4617"," 학점 3.54 "
"4618"," 토익 945"
"4619"," 토스 lv5 "
"4620"," 다수 개발스터디"
"4621","서성한 "
"4622"," 경영학과 "
"4623"," 학점 3.4 "
"4624"," 토익 975"
"4625"," 토스 레벨7 "
"4626"," 봉사활동 (해외"
"4627"," 국내)"
"4628"," 다수의 동아리 활동"
"4629"," 해외고 출신"
"4630","지방사립 "
"4631"," 기계과 "
"4632"," 학점 3.74 "
"4633"," 790 "
"4634"," 없음"
"4635","건동홍 "
"4636"," 신소재 "
"4637"," 학점 3.5 "
"4638"," opic im2 "
"4639"," 교내 해외봉사 1회"
"4640"," 국내봉사 1회"
"4641","인서울 중위권 "
"4642"," 물리 "
"4643"," 학점 3.47 "
"4644"," IM1 "
"4645"," 인턴 6개월"
"4646"," 어학연수 10개월"
"4647","지방사립대 "
"4648"," 경영학 "
"4649"," 학점 3.88 "
"4650"," 토스6"
"4651"," HSK6급 "
"4652"," 인턴1회"
"4653"," 경력1년"
"4654","수도권 "
"4655"," 컴퓨터정보공학 "
"4656"," 학점 3.90 "
"4657"," 토익 850 "
"4658"," 봉사활동 다수"
"4659","지거국 "
"4660"," 공학계열 "
"4661"," 학점 4점대 "
"4662"," 토익 860"
"4663"," 토익스피킹 6 "
"4664"," 인턴1"
"4665"," 대외활동 자잘한 것"
"4666","건동홍 "
"4667"," 경제 "
"4668"," 학점 3.96 "
"4669"," 토익 820"
"4670"," 토스 LV.6 "
"4671"," 삼성화재 교통사고 유자녀 멘토링 캠프"
"4672","중대 "
"4673"," 상경계 "
"4674"," 학점 3.6 "
"4675"," 토익890"
"4676"," 토스6 "
"4677"," 인턴 無 공모전 無 대외활동 여러번"
"4678","지방사립 "
"4679"," 재료 "
"4680"," 학점 4.30 "
"4681"," 토익 645"
"4682","서성한 "
"4683"," 기계 "
"4684"," 학점 3.4 "
"4685"," 토익 800 "
"4686"," 봉사활동 1"
"4687"," 대외활동 2"
"4688","중경외시 "
"4689"," 경영 "
"4690"," 학점 4.2 "
"4691"," 토익900"
"4692"," 토익스피킹 레벨7 "
"4693"," 대외활동 4"
"4694","중경외시 "
"4695"," 학점 3.81 "
"4696"," 토익 940"
"4697"," 토익 스피킹 레벨 6 "
"4698"," 교내 봉사 1년"
"4699","국립대 "
"4700"," 재료공학 "
"4701"," 학점 3.6 "
"4702"," 토익스피킹 lv6 "
"4703"," SK hynix 인턴"
"4704","연세대 서울 "
"4705"," 심리 "
"4706"," 학점 3.84 "
"4707"," 토익 990"
"4708"," 오픽 AL"
"4709","지거국 "
"4710"," 기계공학과 "
"4711"," 학점 3.8 "
"4712"," 토익스피킹 레벨 6"
"4713","한국해양대 "
"4714"," 제어자동화 "
"4715"," 학점 4.06 "
"4716"," 토익 795"
"4717","경북대 "
"4718"," 컴퓨터공학 "
"4719"," 학점 3.7 "
"4720"," 토익 730"
"4721","서울상위권 "
"4722"," 영어영문학과 "
"4723"," 학점 4.08 "
"4724"," 토익 980 "
"4725"," 공모전 4회"
"4726"," 봉사활동 1회"
"4727"," 대외활동 1회"
"4728","부산대 "
"4729"," 기계공 "
"4730"," 학점 3.9 "
"4731"," 토익 815"
"4732"," 토스 레벨6"
"4733","수도권 사립대 "
"4734"," 일어일문 "
"4735"," 학점 4.21 "
"4736"," 토익 945 "
"4737"," 토익스피킹 레벨6 "
"4738"," 일본어 JLPT N1 "
"4739"," 인턴 2회"
"4740"," 해외봉사 1회"
"4741","해외대 "
"4742"," 산업디자인 "
"4743"," 학점 3.36 "
"4744"," 4.0 "
"4745"," 인턴 2회"
"4746","지방사립 4년제 "
"4747"," 경영학 "
"4748"," 학점 3.72 "
"4749"," 토익 820"
"4750"," 토익스피킹 레벨6"
"4751","지거국 "
"4752"," 기계설계공학 "
"4753"," 학점 3.89 "
"4754"," 토익 775"
"4755","지방국립 "
"4756"," 전자 "
"4757"," 학점 3.82 "
"4758"," 토스 레벨6"
"4759","지방사립 "
"4760"," 기계 "
"4761"," 학점 4 "
"4762"," 토익 855"
"4763","SKY "
"4764"," 전기전자 "
"4765"," 학점 3.9 "
"4766"," 오픽 IM2 "
"4767"," 학생회"
"4768"," 로봇경진동아리"
"4769","지방사립대 "
"4770"," 물리과 "
"4771"," 학점 3.5"
"4772","지방대 "
"4773"," 물리학과 "
"4774"," 학점 3.55 "
"4775"," 토익 775"
"4776","서울 중하 "
"4777"," 기계 "
"4778"," 학점 3.8 "
"4779"," 토스 6"
"4780","서성한 "
"4781"," 전화기 "
"4782"," 학점 3.3 "
"4783"," 토익 905"
"4784","건동홍 "
"4785"," 경영 "
"4786"," 학점 4.14 "
"4787"," 오픽 IH"
"4788"," 토익 800후반 "
"4789"," 인턴 1회"
"4790"," 대외활동 다수"
"4791","서울중위 "
"4792"," 기계 "
"4793"," 학점 3.99 "
"4794"," 토스 6"
"4795","국제통상 "
"4796"," 학점 4.0 이상 "
"4797"," 토익 900이상 "
"4798"," 인턴 1회 봉사 및 대외활동 약 5회"
"4799","건동홍 "
"4800"," 신소재공학 "
"4801"," 학점 3.98 "
"4802"," 토익 815"
"4803"," 토스 140(Lv.6)"
"4804","중경외시 "
"4805"," 상경 "
"4806"," 학점 4.0 "
"4807"," 토스 Lv 8"
"4808","성서한 "
"4809"," 학점 3.88 "
"4810"," 토익990"
"4811"," 오픽AL "
"4812"," 인턴1"
"4813"," 대외활동4"
"4814","해외대 "
"4815"," 경영학 "
"4816"," 학점 3.5"
"4817","4.0 "
"4818"," 오픽 AL"
"4819"," 토익 980"
"4820"," 스페인어 DELE A2 "
"4821"," 국내 기업 마케팅부 인턴 1회"
"4822"," 해외 호텔 인턴 1회"
"4823"," 통역 봉사활동 20시간"
"4824","지방국립대 "
"4825"," 전자공학부 "
"4826"," 학점 4.08 "
"4827"," 토익 715"
"4828"," 오픽 IM2 "
"4829"," 인턴 1회"
"4830"," 어학연수 1회"
"4831"," 봉사활동 2회"
"4832","서울권4년제 "
"4833"," 어문 "
"4834"," 학점 3.9 "
"4835"," 토익 975"
"4836"," 토스 레벨7 "
"4837"," 인턴 1회"
"4838"," 대외활동 3회"
"4839","지방 국립대 "
"4840"," 금속공학 "
"4841"," 학점 3.8 "
"4842"," 토익900 "
"4843"," 토익스피킹 레벨6"
"4844","수도권 공대 "
"4845"," 산업공학 "
"4846"," 학점 3.83 "
"4847"," 토익스피킹 lv.5 "
"4848"," 경진대회입상 4회"
"4849","지방 국립 "
"4850"," 신소재 "
"4851"," 학점 4.31 "
"4852"," 토익 775"
"4853","sky "
"4854"," 상경 "
"4855"," 학점 4.1 "
"4856"," 토익 990 "
"4857"," 인턴 1"
"4858"," 대외활동 다수"
"4859","한국산업기술대학교 "
"4860"," 메카트로닉스공학과 "
"4861"," 학점 3.5 "
"4862"," 토익 765"
"4863","건동홍 "
"4864"," 신소재공학 "
"4865"," 학점 3.98 "
"4866"," 토익 815"
"4867"," 토스 140(Lv.6)"
"4868","해외대 "
"4869"," 금융 "
"4870"," 학점 3.55"
"4871","서성한 "
"4872"," 바이오관련 "
"4873"," 학점 3.7 "
"4874"," 토익 910"
"4875"," 오픽 IH"
"4876","수도권 "
"4877"," 화학공학 "
"4878"," 학점 3.3 "
"4879"," 토스 레벨6"
"4880","지거국 "
"4881"," 전자공학과 "
"4882"," 학점 3.3 "
"4883"," 토익 850"
"4884","중경외시 "
"4885"," 경영학 "
"4886"," 학점 3.59 "
"4887"," 토익 890"
"4888"," 토스 LV.7(170) "
"4889"," 인턴1회(영업)"
"4890","지방대 "
"4891"," 공대 "
"4892"," 학점 2.8 "
"4893"," 토스 Lv.6 "
"4894"," 없음"
"4895","서성한 "
"4896"," 화학공학과 "
"4897"," 학점 3.94 "
"4898"," 토익 840"
"4899"," 토스 레벨6"
"4900","성균관대학교 "
"4901"," 의상"
"4902"," 통계 "
"4903"," 학점 3.58 "
"4904"," 토익 930 "
"4905"," 봉사단체"
"4906"," 연극동아리학교"
"4907"," 패션쇼 기획부장"
"4908","수도권 "
"4909"," 경영 "
"4910"," 학점 3.5 "
"4911"," 토익 870"
"4912","지거국 "
"4913"," 전자 "
"4914"," 학점 3.9 "
"4915"," 토익 820"
"4916","영남대 "
"4917"," 전자과 "
"4918"," 학점 3.59 "
"4919"," 토스 7 "
"4920"," 해외 봉사활동"
"4921","sky "
"4922"," 전기전자 "
"4923"," 학점 3.55 "
"4924"," 텝스 609"
"4925"," 토스 lv.6 "
"4926"," 인턴 무"
"4927"," 봉사활동"
"4928"," 동아리 경험"
"4929","미국 주립대 "
"4930"," 경영경제 "
"4931"," 학점 4.3 "
"4932"," 봉사활동 경험 많음 : 노숙자 봉사"
"4933"," 입양어린이 등"
"4934"," 등교내 에세이"
"4935"," 수학경시대회 수상각종 동아리 부회장"
"4936","경북대학교 "
"4937"," 전자공학부 "
"4938"," 학점 3.79 "
"4939"," 토익 810"
"4940"," 토익스피킹 레벨6"
"4941","지거국 "
"4942"," 영문학과 "
"4943"," 학점 3.8 "
"4944"," 오픽 IM3"
"4945","서울 4년제 "
"4946"," 화학공학 "
"4947"," 학점 4.18 "
"4948"," 토익880"
"4949"," 토익스피킹 150 "
"4950"," (대외활동)SK나이츠 챌린저"
"4951","수도권 4년제 "
"4952"," 전자공학 "
"4953"," 학점 3.69 "
"4954"," 토익 815 "
"4955"," 인턴 1회"
"4956"," 대외활동 다수"
"4957","지방사립대 "
"4958"," 전자공학 "
"4959"," 학점 4.11 "
"4960"," 오픽 IM2"
"4961","중경외시 "
"4962"," 경영학과 "
"4963"," 학점 4.15 "
"4964"," 토익 900"
"4965"," 토익스피킹 150(레벨6) "
"4966"," 해외봉사 1회"
"4967"," 교환학생"
"4968"," 현대자동차 마케팅마스터클래스"
"4969","서성한 "
"4970"," 사회과학 "
"4971"," 학점 3.6 "
"4972"," 토익 950"
"4973"," 토익스피킹 레벨 7 "
"4974"," 인턴 1회"
"4975"," 교환학생 1년"
"4976"," 대외활동 1회"
"4977","고려대 "
"4978"," 전기전자전파 "
"4979"," 학점 3.36 "
"4980"," 오픽 IL "
"4981"," 봉사단체 활동"
"4982"," 동아리 활동"
"4983","항공대 "
"4984"," 정보통신공학 "
"4985"," 학점 3.59 "
"4986"," 토스 140"
"4987","광운대 "
"4988"," 전기공학과 "
"4989"," 학점 3.53 "
"4990"," 800"
"4991"," 140"
"4992","학점 4.13 "
